,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
14579,Jamaica,JAM,"Population, total",SP.POP.TOTL,2015,2871934.0
14580,Jordan,JOR,"Population, total",SP.POP.TOTL,2015,9159302.0
14581,Japan,JPN,"Population, total",SP.POP.TOTL,2015,127141000.0
14582,Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,2015,17542806.0
14583,Kenya,KEN,"Population, total",SP.POP.TOTL,2015,47236259.0
14584,Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2015,5956900.0
14585,Cambodia,KHM,"Population, total",SP.POP.TOTL,2015,15517635.0
14586,Kiribati,KIR,"Population, total",SP.POP.TOTL,2015,112407.0
14587,St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2015,54288.0
14588,"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,2015,51014947.0
14589,Kuwait,KWT,"Population, total",SP.POP.TOTL,2015,3935794.0
14590,Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,2015,556257851.0
14591,Lao PDR,LAO,"Population, total",SP.POP.TOTL,2015,6663967.0
14592,Lebanon,LBN,"Population, total",SP.POP.TOTL,2015,5851479.0
14593,Liberia,LBR,"Population, total",SP.POP.TOTL,2015,4499621.0
14594,Libya,LBY,"Population, total",SP.POP.TOTL,2015,6234955.0
14595,St. Lucia,LCA,"Population, total",SP.POP.TOTL,2015,177206.0
14596,Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,2015,631062657.0
14597,Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,2015,956631108.0
14598,Low income,LIC,"Population, total",SP.POP.TOTL,2015,696058453.0
14599,Liechtenstein,LIE,"Population, total",SP.POP.TOTL,2015,37403.0
14600,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2015,20966000.0
14601,Lower middle income,LMC,"Population, total",SP.POP.TOTL,2015,2889349899.0
14602,Low & middle income,LMY,"Population, total",SP.POP.TOTL,2015,6122845409.0
14603,Lesotho,LSO,"Population, total",SP.POP.TOTL,2015,2174645.0
14604,Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2015,2250812795.0
14605,Lithuania,LTU,"Population, total",SP.POP.TOTL,2015,2904910.0
14606,Luxembourg,LUX,"Population, total",SP.POP.TOTL,2015,569604.0
14607,Latvia,LVA,"Population, total",SP.POP.TOTL,2015,1977527.0
14608,"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2015,600942.0
14609,St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2015,31754.0
14610,Morocco,MAR,"Population, total",SP.POP.TOTL,2015,34803322.0
14611,Monaco,MCO,"Population, total",SP.POP.TOTL,2015,38307.0
14612,Moldova,MDA,"Population, total",SP.POP.TOTL,2015,3554108.0
14613,Madagascar,MDG,"Population, total",SP.POP.TOTL,2015,24234088.0
14614,Maldives,MDV,"Population, total",SP.POP.TOTL,2015,418403.0
14615,Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,2015,428974903.0
14616,Mexico,MEX,"Population, total",SP.POP.TOTL,2015,125890949.0
14617,Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2015,52994.0
14618,Middle income,MIC,"Population, total",SP.POP.TOTL,2015,5426786956.0
14619,"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2015,2079308.0
14620,Mali,MLI,"Population, total",SP.POP.TOTL,2015,17467905.0
14621,Malta,MLT,"Population, total",SP.POP.TOTL,2015,445053.0
14622,Myanmar,MMR,"Population, total",SP.POP.TOTL,2015,52403669.0
14623,Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,2015,367449306.0
14624,Montenegro,MNE,"Population, total",SP.POP.TOTL,2015,622159.0
14625,Mongolia,MNG,"Population, total",SP.POP.TOTL,2015,2976877.0
14626,Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2015,54816.0
14627,Mozambique,MOZ,"Population, total",SP.POP.TOTL,2015,28010691.0
14628,Mauritania,MRT,"Population, total",SP.POP.TOTL,2015,4182341.0
14629,Mauritius,MUS,"Population, total",SP.POP.TOTL,2015,1262605.0
14630,Malawi,MWI,"Population, total",SP.POP.TOTL,2015,17573607.0
14631,Malaysia,MYS,"Population, total",SP.POP.TOTL,2015,30723155.0
14632,North America,NAC,"Population, total",SP.POP.TOTL,2015,356937591.0
14633,Namibia,NAM,"Population, total",SP.POP.TOTL,2015,2425561.0
14634,New Caledonia,NCL,"Population, total",SP.POP.TOTL,2015,272400.0
14635,Niger,NER,"Population, total",SP.POP.TOTL,2015,19896965.0
14636,Nigeria,NGA,"Population, total",SP.POP.TOTL,2015,181181744.0
14637,Nicaragua,NIC,"Population, total",SP.POP.TOTL,2015,6082035.0
14638,Netherlands,NLD,"Population, total",SP.POP.TOTL,2015,16939923.0
14639,Norway,NOR,"Population, total",SP.POP.TOTL,2015,5190239.0
14640,Nepal,NPL,"Population, total",SP.POP.TOTL,2015,28656282.0
14641,Nauru,NRU,"Population, total",SP.POP.TOTL,2015,12475.0
14642,New Zealand,NZL,"Population, total",SP.POP.TOTL,2015,4595700.0
14643,OECD members,OED,"Population, total",SP.POP.TOTL,2015,1281592990.0
14644,Oman,OMN,"Population, total",SP.POP.TOTL,2015,4199810.0
14645,Other small states,OSS,"Population, total",SP.POP.TOTL,2015,29396503.0
14646,Pakistan,PAK,"Population, total",SP.POP.TOTL,2015,189380513.0
14647,Panama,PAN,"Population, total",SP.POP.TOTL,2015,3969249.0
14648,Peru,PER,"Population, total",SP.POP.TOTL,2015,31376671.0
14649,Philippines,PHL,"Population, total",SP.POP.TOTL,2015,101716359.0
14650,Palau,PLW,"Population, total",SP.POP.TOTL,2015,21288.0
14651,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2015,7919825.0
14652,Poland,POL,"Population, total",SP.POP.TOTL,2015,37986412.0
14653,Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2015,854646007.0
14654,Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2015,3473177.0
14655,"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,2015,25243917.0
14656,Portugal,PRT,"Population, total",SP.POP.TOTL,2015,10358076.0
14657,Paraguay,PRY,"Population, total",SP.POP.TOTL,2015,6639119.0
14658,West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2015,4422143.0
14659,Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2015,2358955.0
14660,Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2015,1097735849.0
14661,French Polynesia,PYF,"Population, total",SP.POP.TOTL,2015,277690.0
14662,Qatar,QAT,"Population, total",SP.POP.TOTL,2015,2481539.0
14663,Romania,ROU,"Population, total",SP.POP.TOTL,2015,19815481.0
14664,Russian Federation,RUS,"Population, total",SP.POP.TOTL,2015,144096870.0
14665,Rwanda,RWA,"Population, total",SP.POP.TOTL,2015,11629553.0
14666,South Asia,SAS,"Population, total",SP.POP.TOTL,2015,1744199944.0
14667,Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,2015,31557144.0
14668,Sudan,SDN,"Population, total",SP.POP.TOTL,2015,38647803.0
14669,Senegal,SEN,"Population, total",SP.POP.TOTL,2015,14976994.0
14670,Singapore,SGP,"Population, total",SP.POP.TOTL,2015,5535002.0
14671,Solomon Islands,SLB,"Population, total",SP.POP.TOTL,2015,587482.0
14672,Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2015,7237025.0
14673,El Salvador,SLV,"Population, total",SP.POP.TOTL,2015,6312478.0
14674,San Marino,SMR,"Population, total",SP.POP.TOTL,2015,32960.0
14675,Somalia,SOM,"Population, total",SP.POP.TOTL,2015,13908129.0
14676,Serbia,SRB,"Population, total",SP.POP.TOTL,2015,7095383.0
14677,Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2015,1005756630.0
14678,South Sudan,SSD,"Population, total",SP.POP.TOTL,2015,11882136.0
14679,Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2015,1005850049.0
14680,Small states,SST,"Population, total",SP.POP.TOTL,2015,38960406.0
14681,Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,2015,195553.0
14682,Suriname,SUR,"Population, total",SP.POP.TOTL,2015,553208.0
14683,Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2015,5423801.0
14684,Slovenia,SVN,"Population, total",SP.POP.TOTL,2015,2063531.0
14685,Sweden,SWE,"Population, total",SP.POP.TOTL,2015,9799186.0
14686,Swaziland,SWZ,"Population, total",SP.POP.TOTL,2015,1319011.0
14687,Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2015,38824.0
14688,Seychelles,SYC,"Population, total",SP.POP.TOTL,2015,93419.0
14689,Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,2015,18734987.0
14690,Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,2015,34339.0
14691,Chad,TCD,"Population, total",SP.POP.TOTL,2015,14009413.0
14692,East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2015,2013132699.0
14693,Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,2015,452960829.0
14694,Togo,TGO,"Population, total",SP.POP.TOTL,2015,7416802.0
14695,Thailand,THA,"Population, total",SP.POP.TOTL,2015,68657600.0
14696,Tajikistan,TJK,"Population, total",SP.POP.TOTL,2015,8548651.0
14697,Turkmenistan,TKM,"Population, total",SP.POP.TOTL,2015,5565284.0
14698,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,2015,614891969.0
14699,Timor-Leste,TLS,"Population, total",SP.POP.TOTL,2015,1240977.0
14700,Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,2015,363027163.0
14701,Tonga,TON,"Population, total",SP.POP.TOTL,2015,106364.0
14702,South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2015,1744199944.0
14703,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2015,1005850049.0
14704,Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,2015,1360092.0
14705,Tunisia,TUN,"Population, total",SP.POP.TOTL,2015,11273661.0
14706,Turkey,TUR,"Population, total",SP.POP.TOTL,2015,78271472.0
14707,Tuvalu,TUV,"Population, total",SP.POP.TOTL,2015,11001.0
14708,Tanzania,TZA,"Population, total",SP.POP.TOTL,2015,53879957.0
14709,Uganda,UGA,"Population, total",SP.POP.TOTL,2015,40144870.0
14710,Ukraine,UKR,"Population, total",SP.POP.TOTL,2015,45154029.0
14711,Upper middle income,UMC,"Population, total",SP.POP.TOTL,2015,2537437057.0
14712,Uruguay,URY,"Population, total",SP.POP.TOTL,2015,3431552.0
14713,United States,USA,"Population, total",SP.POP.TOTL,2015,321039839.0
14714,Uzbekistan,UZB,"Population, total",SP.POP.TOTL,2015,31298900.0
14715,St. Vincent and the Grenadines,VCT,"Population, total",SP.POP.TOTL,2015,109455.0
14716,"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,2015,31155134.0
14717,British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2015,30113.0
14718,Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,2015,107710.0
14719,Vietnam,VNM,"Population, total",SP.POP.TOTL,2015,93571567.0
14720,Vanuatu,VUT,"Population, total",SP.POP.TOTL,2015,264603.0
14721,World,WLD,"Population, total",SP.POP.TOTL,2015,7357559450.0
14722,Samoa,WSM,"Population, total",SP.POP.TOTL,2015,193759.0
14723,Kosovo,XKX,"Population, total",SP.POP.TOTL,2015,1801800.0
14724,"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,2015,26916207.0
14725,South Africa,ZAF,"Population, total",SP.POP.TOTL,2015,55291225.0
14726,Zambia,ZMB,"Population, total",SP.POP.TOTL,2015,16100587.0
14727,Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,2015,15777451.0
14728,Aruba,ABW,"Population, total",SP.POP.TOTL,2016,104822.0
14729,Afghanistan,AFG,"Population, total",SP.POP.TOTL,2016,34656032.0
14730,Angola,AGO,"Population, total",SP.POP.TOTL,2016,28813463.0
14731,Albania,ALB,"Population, total",SP.POP.TOTL,2016,2876101.0
14732,Andorra,AND,"Population, total",SP.POP.TOTL,2016,77281.0
14733,Arab World,ARB,"Population, total",SP.POP.TOTL,2016,406452690.0
14734,United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,2016,9269612.0
14735,Argentina,ARG,"Population, total",SP.POP.TOTL,2016,43847430.0
14736,Armenia,ARM,"Population, total",SP.POP.TOTL,2016,2924816.0
14737,American Samoa,ASM,"Population, total",SP.POP.TOTL,2016,55599.0
14738,Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2016,100963.0
14739,Australia,AUS,"Population, total",SP.POP.TOTL,2016,24210809.0
14740,Austria,AUT,"Population, total",SP.POP.TOTL,2016,8736668.0
14741,Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2016,9757812.0
14742,Burundi,BDI,"Population, total",SP.POP.TOTL,2016,10524117.0
14743,Belgium,BEL,"Population, total",SP.POP.TOTL,2016,11331422.0
14744,Benin,BEN,"Population, total",SP.POP.TOTL,2016,10872298.0
14745,Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2016,18646433.0
14746,Bangladesh,BGD,"Population, total",SP.POP.TOTL,2016,162951560.0
14747,Bulgaria,BGR,"Population, total",SP.POP.TOTL,2016,7127822.0
14748,Bahrain,BHR,"Population, total",SP.POP.TOTL,2016,1425171.0
14749,"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2016,391232.0
14750,Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2016,3516816.0
14751,Belarus,BLR,"Population, total",SP.POP.TOTL,2016,9501534.0
14752,Belize,BLZ,"Population, total",SP.POP.TOTL,2016,366954.0
14753,Bermuda,BMU,"Population, total",SP.POP.TOTL,2016,65341.0
14754,Bolivia,BOL,"Population, total",SP.POP.TOTL,2016,10887882.0
14755,Brazil,BRA,"Population, total",SP.POP.TOTL,2016,207652865.0
14756,Barbados,BRB,"Population, total",SP.POP.TOTL,2016,284996.0
14757,Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2016,423196.0
14758,Bhutan,BTN,"Population, total",SP.POP.TOTL,2016,797765.0
14759,Botswana,BWA,"Population, total",SP.POP.TOTL,2016,2250260.0
14760,Central African Republic,CAF,"Population, total",SP.POP.TOTL,2016,4594621.0
14761,Canada,CAN,"Population, total",SP.POP.TOTL,2016,36264604.0
14762,Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,2016,102994343.0
14763,Switzerland,CHE,"Population, total",SP.POP.TOTL,2016,8373338.0
14764,Channel Islands,CHI,"Population, total",SP.POP.TOTL,2016,164541.0
14765,Chile,CHL,"Population, total",SP.POP.TOTL,2016,17909754.0
14766,China,CHN,"Population, total",SP.POP.TOTL,2016,1378665000.0
14767,Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2016,23695919.0
14768,Cameroon,CMR,"Population, total",SP.POP.TOTL,2016,23439189.0
14769,"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2016,78736153.0
14770,"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2016,5125821.0
14771,Colombia,COL,"Population, total",SP.POP.TOTL,2016,48653419.0
14772,Comoros,COM,"Population, total",SP.POP.TOTL,2016,795601.0
14773,Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2016,539560.0
14774,Costa Rica,CRI,"Population, total",SP.POP.TOTL,2016,4857274.0
14775,Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2016,7245472.0
14776,Cuba,CUB,"Population, total",SP.POP.TOTL,2016,11475982.0
14777,Curacao,CUW,"Population, total",SP.POP.TOTL,2016,159663.0
14778,Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2016,60765.0
14779,Cyprus,CYP,"Population, total",SP.POP.TOTL,2016,1170125.0
14780,Czech Republic,CZE,"Population, total",SP.POP.TOTL,2016,10566332.0
14781,Germany,DEU,"Population, total",SP.POP.TOTL,2016,82348669.0
14782,Djibouti,DJI,"Population, total",SP.POP.TOTL,2016,942333.0
14783,Dominica,DMA,"Population, total",SP.POP.TOTL,2016,73543.0
14784,Denmark,DNK,"Population, total",SP.POP.TOTL,2016,5728010.0
14785,Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2016,10648791.0
14786,Algeria,DZA,"Population, total",SP.POP.TOTL,2016,40606052.0
14787,East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2016,2053299126.0
14788,Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,2016,3170657660.0
14789,East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2016,2298726779.0
14790,Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,2016,413234935.0
14791,Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,2016,911686319.0
14792,Ecuador,ECU,"Population, total",SP.POP.TOTL,2016,16385068.0
14793,"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2016,95688681.0
14794,Euro area,EMU,"Population, total",SP.POP.TOTL,2016,340617355.0
14795,Eritrea,ERI,"Population, total",SP.POP.TOTL,2016,
14796,Spain,ESP,"Population, total",SP.POP.TOTL,2016,46484062.0
14797,Estonia,EST,"Population, total",SP.POP.TOTL,2016,1315790.0
14798,Ethiopia,ETH,"Population, total",SP.POP.TOTL,2016,102403196.0
14799,European Union,EUU,"Population, total",SP.POP.TOTL,2016,511218960.0
14800,Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,2016,499508468.0
14801,Finland,FIN,"Population, total",SP.POP.TOTL,2016,5495303.0
14802,Fiji,FJI,"Population, total",SP.POP.TOTL,2016,898760.0
14803,France,FRA,"Population, total",SP.POP.TOTL,2016,66859768.0
14804,Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2016,49117.0
14805,"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,2016,104937.0
14806,Gabon,GAB,"Population, total",SP.POP.TOTL,2016,1979786.0
14807,United Kingdom,GBR,"Population, total",SP.POP.TOTL,2016,65595565.0
14808,Georgia,GEO,"Population, total",SP.POP.TOTL,2016,3719300.0
14809,Ghana,GHA,"Population, total",SP.POP.TOTL,2016,28206728.0
14810,Gibraltar,GIB,"Population, total",SP.POP.TOTL,2016,34408.0
14811,Guinea,GIN,"Population, total",SP.POP.TOTL,2016,12395924.0
14812,"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2016,2038501.0
14813,Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2016,1815698.0
14814,Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2016,1221490.0
14815,Greece,GRC,"Population, total",SP.POP.TOTL,2016,10775971.0
14816,Grenada,GRD,"Population, total",SP.POP.TOTL,2016,107317.0
14817,Greenland,GRL,"Population, total",SP.POP.TOTL,2016,56186.0
14818,Guatemala,GTM,"Population, total",SP.POP.TOTL,2016,16582469.0
14819,Guam,GUM,"Population, total",SP.POP.TOTL,2016,162896.0
14820,Guyana,GUY,"Population, total",SP.POP.TOTL,2016,773303.0
14821,High income,HIC,"Population, total",SP.POP.TOTL,2016,1242137612.0
14822,"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,2016,7336600.0
14823,Honduras,HND,"Population, total",SP.POP.TOTL,2016,9112867.0
14824,Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,2016,744602976.0
14825,Croatia,HRV,"Population, total",SP.POP.TOTL,2016,4174349.0
14826,Haiti,HTI,"Population, total",SP.POP.TOTL,2016,10847334.0
14827,Hungary,HUN,"Population, total",SP.POP.TOTL,2016,9814023.0
14828,IBRD only,IBD,"Population, total",SP.POP.TOTL,2016,4699231955.0
14829,IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,2016,6273584648.0
14830,IDA total,IDA,"Population, total",SP.POP.TOTL,2016,1574352693.0
14831,IDA blend,IDB,"Population, total",SP.POP.TOTL,2016,521159047.0
14832,Indonesia,IDN,"Population, total",SP.POP.TOTL,2016,261115456.0
14833,IDA only,IDX,"Population, total",SP.POP.TOTL,2016,1053193646.0
14834,Isle of Man,IMN,"Population, total",SP.POP.TOTL,2016,83737.0
14835,India,IND,"Population, total",SP.POP.TOTL,2016,1324171354.0
14836,Ireland,IRL,"Population, total",SP.POP.TOTL,2016,4755335.0
14837,"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,2016,80277428.0
14838,Iraq,IRQ,"Population, total",SP.POP.TOTL,2016,37202572.0
14839,Iceland,ISL,"Population, total",SP.POP.TOTL,2016,335439.0
14840,Israel,ISR,"Population, total",SP.POP.TOTL,2016,8546000.0
14841,Italy,ITA,"Population, total",SP.POP.TOTL,2016,60627498.0
14842,Jamaica,JAM,"Population, total",SP.POP.TOTL,2016,2881355.0
14843,Jordan,JOR,"Population, total",SP.POP.TOTL,2016,9455802.0
14844,Japan,JPN,"Population, total",SP.POP.TOTL,2016,126994511.0
14845,Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,2016,17794055.0
14846,Kenya,KEN,"Population, total",SP.POP.TOTL,2016,48461567.0
14847,Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,2016,6079500.0
14848,Cambodia,KHM,"Population, total",SP.POP.TOTL,2016,15762370.0
14849,Kiribati,KIR,"Population, total",SP.POP.TOTL,2016,114395.0
14850,St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,2016,54821.0
14851,"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,2016,51245707.0
14852,Kuwait,KWT,"Population, total",SP.POP.TOTL,2016,4052584.0
14853,Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,2016,562254848.0
14854,Lao PDR,LAO,"Population, total",SP.POP.TOTL,2016,6758353.0
14855,Lebanon,LBN,"Population, total",SP.POP.TOTL,2016,6006668.0
14856,Liberia,LBR,"Population, total",SP.POP.TOTL,2016,4613823.0
14857,Libya,LBY,"Population, total",SP.POP.TOTL,2016,6293253.0
14858,St. Lucia,LCA,"Population, total",SP.POP.TOTL,2016,178015.0
14859,Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,2016,637663890.0
14860,Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,2016,979387925.0
14861,Low income,LIC,"Population, total",SP.POP.TOTL,2016,714022293.0
14862,Liechtenstein,LIE,"Population, total",SP.POP.TOTL,2016,37666.0
14863,Sri Lanka,LKA,"Population, total",SP.POP.TOTL,2016,21203000.0
14864,Lower middle income,LMC,"Population, total",SP.POP.TOTL,2016,2931075528.0
14865,Low & middle income,LMY,"Population, total",SP.POP.TOTL,2016,6202019744.0
14866,Lesotho,LSO,"Population, total",SP.POP.TOTL,2016,2203821.0
14867,Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2016,2264568981.0
14868,Lithuania,LTU,"Population, total",SP.POP.TOTL,2016,2868231.0
14869,Luxembourg,LUX,"Population, total",SP.POP.TOTL,2016,582014.0
14870,Latvia,LVA,"Population, total",SP.POP.TOTL,2016,1959537.0
14871,"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,2016,612167.0
14872,St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,2016,31949.0
14873,Morocco,MAR,"Population, total",SP.POP.TOTL,2016,35276786.0
14874,Monaco,MCO,"Population, total",SP.POP.TOTL,2016,38499.0
14875,Moldova,MDA,"Population, total",SP.POP.TOTL,2016,3551954.0
14876,Madagascar,MDG,"Population, total",SP.POP.TOTL,2016,24894551.0
14877,Maldives,MDV,"Population, total",SP.POP.TOTL,2016,427756.0
14878,Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,2016,436738031.0
14879,Mexico,MEX,"Population, total",SP.POP.TOTL,2016,127540423.0
14880,Marshall Islands,MHL,"Population, total",SP.POP.TOTL,2016,53066.0
14881,Middle income,MIC,"Population, total",SP.POP.TOTL,2016,5487997451.0
14882,"Macedonia, FYR",MKD,"Population, total",SP.POP.TOTL,2016,2081206.0
14883,Mali,MLI,"Population, total",SP.POP.TOTL,2016,17994837.0
14884,Malta,MLT,"Population, total",SP.POP.TOTL,2016,455356.0
14885,Myanmar,MMR,"Population, total",SP.POP.TOTL,2016,52885223.0
14886,Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,2016,373719055.0
14887,Montenegro,MNE,"Population, total",SP.POP.TOTL,2016,622303.0
14888,Mongolia,MNG,"Population, total",SP.POP.TOTL,2016,3027398.0
14889,Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,2016,55023.0
14890,Mozambique,MOZ,"Population, total",SP.POP.TOTL,2016,28829476.0
14891,Mauritania,MRT,"Population, total",SP.POP.TOTL,2016,4301018.0
14892,Mauritius,MUS,"Population, total",SP.POP.TOTL,2016,1263473.0
14893,Malawi,MWI,"Population, total",SP.POP.TOTL,2016,18091575.0
14894,Malaysia,MYS,"Population, total",SP.POP.TOTL,2016,31187265.0
14895,North America,NAC,"Population, total",SP.POP.TOTL,2016,359735880.0
14896,Namibia,NAM,"Population, total",SP.POP.TOTL,2016,2479713.0
14897,New Caledonia,NCL,"Population, total",SP.POP.TOTL,2016,276550.0
14898,Niger,NER,"Population, total",SP.POP.TOTL,2016,20672987.0
14899,Nigeria,NGA,"Population, total",SP.POP.TOTL,2016,185989640.0
14900,Nicaragua,NIC,"Population, total",SP.POP.TOTL,2016,6149928.0
14901,Netherlands,NLD,"Population, total",SP.POP.TOTL,2016,17030314.0
14902,Norway,NOR,"Population, total",SP.POP.TOTL,2016,5234519.0
14903,Nepal,NPL,"Population, total",SP.POP.TOTL,2016,28982771.0
14904,Nauru,NRU,"Population, total",SP.POP.TOTL,2016,13049.0
14905,New Zealand,NZL,"Population, total",SP.POP.TOTL,2016,4693200.0
14906,OECD members,OED,"Population, total",SP.POP.TOTL,2016,1289987410.0
14907,Oman,OMN,"Population, total",SP.POP.TOTL,2016,4424762.0
14908,Other small states,OSS,"Population, total",SP.POP.TOTL,2016,30012500.0
14909,Pakistan,PAK,"Population, total",SP.POP.TOTL,2016,193203476.0
14910,Panama,PAN,"Population, total",SP.POP.TOTL,2016,4034119.0
14911,Peru,PER,"Population, total",SP.POP.TOTL,2016,31773839.0
14912,Philippines,PHL,"Population, total",SP.POP.TOTL,2016,103320222.0
14913,Palau,PLW,"Population, total",SP.POP.TOTL,2016,21503.0
14914,Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,2016,8084991.0
14915,Poland,POL,"Population, total",SP.POP.TOTL,2016,37970087.0
14916,Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2016,879292453.0
14917,Puerto Rico,PRI,"Population, total",SP.POP.TOTL,2016,3406520.0
14918,"Korea, Dem. People’s Rep.",PRK,"Population, total",SP.POP.TOTL,2016,25368620.0
14919,Portugal,PRT,"Population, total",SP.POP.TOTL,2016,10325452.0
14920,Paraguay,PRY,"Population, total",SP.POP.TOTL,2016,6725308.0
14921,West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2016,4551566.0
14922,Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2016,2388875.0
14923,Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2016,1102778565.0
14924,French Polynesia,PYF,"Population, total",SP.POP.TOTL,2016,280208.0
14925,Qatar,QAT,"Population, total",SP.POP.TOTL,2016,2569804.0
14926,Romania,ROU,"Population, total",SP.POP.TOTL,2016,19702332.0
14927,Russian Federation,RUS,"Population, total",SP.POP.TOTL,2016,144342396.0
14928,Rwanda,RWA,"Population, total",SP.POP.TOTL,2016,11917508.0
